text,label,clean_text_cased,clean_text_lower,label_numeric
Both companies will keep their commercial independence and continue to market their traditional products individually .,neutral,Both companies will keep their commercial independence and continue to market their traditional products individually .,both companies will keep their commercial independence and continue to market their traditional products individually .,0.0
Scanfil expects net sales in 2008 to remain at the 2007 level .,neutral,Scanfil expects net sales in 2008 to remain at the 2007 level .,scanfil expects net sales in 2008 to remain at the 2007 level .,0.0
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",neutral,"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .","the inaugural speech will be given by hannu kyrolainen , finland 's ambassador to the czech republic .",0.0
"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights .",neutral,"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 of the company 's share capital and voting rights .","it now owns 80,565 shares in amer sports corporation , equaling 0.11 of the company 's share capital and voting rights .",0.0
Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,negative,Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,peer peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,-1.0
Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,positive,Rolls-Royce Wins 9.2 Billion Order From Emirates Airline,rolls-royce wins 9.2 billion order from emirates airline,1.0
$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,positive,AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,aapl right back in ... - buy the dips brought to you by cnbc. lol,1.0
Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,neutral,Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,glencore sees tripoli-based noc as sole legal seller of libyan oil,0.0
"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .",neutral,"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 shareholding .","rapala vmc corporation rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of peltonen with its 80 shareholding .",0.0
Aspo 's net sales in 2006 totaled EUR 225.9 million .,neutral,Aspo 's net sales in 2006 totaled EUR 225.9 million .,aspo 's net sales in 2006 totaled eur 225.9 million .,0.0
The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .,neutral,The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .,the full-function pc weighs 1.25 kilograms and measures slightly more than two centimeters thin .,0.0
Other details were not provided .,neutral,Other details were not provided .,other details were not provided .,0.0
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",positive,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .","finnish airline finnair has won a deal with the uk public sector to be the official airline for flights from london heathrow to osaka in japan , as well as flights between manchester in the uk and helsinki in finland .",1.0
"Finnish Ahlstrom Corporation will double its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .",positive,"Finnish Ahlstrom Corporation will double its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .","finnish ahlstrom corporation will double its investments in a new specialty glassfiber reinforcement plant in south carolina , in the us .",1.0
"Originally posted to the PCMag.com security blog , Security Watch .",neutral,"Originally posted to the PCMag.com security blog , Security Watch .","originally posted to the pcmag.com security blog , security watch .",0.0
"The effect may remain short-lived , however .",neutral,"The effect may remain short-lived , however .","the effect may remain short-lived , however .",0.0
$AMD big dumping... would not touch it for a while,negative,AMD big dumping... would not touch it for a while,amd big dumping... would not touch it for a while,-1.0
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,neutral,Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,teleste was set up in 1954 and is divided into broadband cable networks and video networks business areas .,0.0
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,positive,Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,stora enso owns 43 percent of bergvik and earns therefore sek 1.5 bn on the value appreciation .,1.0
"The contract covers installation , training and start-up services .",neutral,"The contract covers installation , training and start-up services .","the contract covers installation , training and start-up services .",0.0
Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,neutral,Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,operating cash flow after investments totalled eur 61.3 mn compared to eur 75.3 mn in the corresponding period in 2007 .,0.0
Aspo 's Group structure and business operations are continually developed without any predefined schedules .,neutral,Aspo 's Group structure and business operations are continually developed without any predefined schedules .,aspo 's group structure and business operations are continually developed without any predefined schedules .,0.0
"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share .",neutral,"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro 1.7 per share .","as an alternative to the share exchange , panostaja offers a full cash consideration at the value of 1.27 euro 1.7 per share .",0.0
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive,Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,operating profit rose to eur 5mn from eur 2.8 mn in the fourth quarter of 2008 .,1.0
"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",neutral,"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .","in finland , hamina cargo terminal , of finnish nurminen logistics , has purchased a warehouse with ground lease rights in the port of hamina .",0.0
